Constituent Number,Constituent UUID,PGSS Year,Faculty Year,TA RD Years,Received Date,Gift Count,Total Gift Amounts,Largest Gift Amount,Last Gift Date,Last Gift Amount Ever,Months_since_last_donation,last_gift_amount,total_gift_amount,gift_count,LYBUNT_indicator,SYBUNT_Indicator,Never_donator
77256344,674867f4-ed72-11e6-8ec5-1254aa67e287,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256345,3f65cd91-c454-4f5c-a4ce-0c2eaa090659,2005,,,11/17/2015,6,606.18,200,11/7/2017,200,8.7,200,606.18,6,1,0,0
77256346,67486a35-ed72-11e6-8ec5-1254aa67e287,2005,,,11/8/2013,8,"1,578.18",515.09,11/14/2017,515.09,8.4,515.09,1578.18,8,1,0,0
77256347,bef7bfe7-fd89-45e8-9d81-4a2470308882,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256377,6bc0de68-24ad-4466-85ce-1fe5204ba8e2,2005,,2008,,0,0,0,,0,1000,0,0,0,0,0,1
77256348,3ae82f35-3fb5-4775-85e7-056f5cc79956,2005,,,4/12/2011,2,45.95,25.95,11/25/2017,25.95,8.1,25.95,45.95,2,1,0,0
77256349,3c1cbf27-0724-4a5f-9a8a-0e9f264d8002,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256340,674863ac-ed72-11e6-8ec5-1254aa67e287,2005,,,11/20/2015,5,"1,275.00","1,000.00",11/16/2016,50,20.5,50,1275,5,0,1,0
77256350,3951e51c-a3cf-4be0-a814-11590803580f,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256351,3b21a25f-b4df-4ae4-b47f-b6fabf94060e,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256352,84d80178-5b68-4aee-b324-18a642206dc6,2005,,,11/19/2017,1,25,25,11/19/2017,25,8.3,25,25,1,1,0,0
77256353,4236c57d-2912-4ec2-88df-a3437f7df878,2005,,"2008, 2014",11/16/2014,3,116.69,51.69,11/19/2017,51.69,8.3,51.69,116.69,3,1,0,0
77256356,26ee59f3-b88b-4f8f-84ee-092a8537196e,2005,,,11/15/2017,1,25,25,11/15/2017,25,8.4,25,25,1,1,0,0
77256354,9d5267d1-741b-4652-ad37-508b191335ee,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256355,e4587bbd-1c9d-4e2c-9063-892584c4b55c,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256357,801bfabb-9e0f-474e-b62f-4120a3c7c9f6,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256358,67487cac-ed72-11e6-8ec5-1254aa67e287,2005,,,6/18/2015,8,574,250,11/5/2017,250,8.7,250,574,8,1,0,0
77256359,3b5a5a7b-9cd4-47c5-85e3-a2644e5c3593,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256360,2ec778b5-cfe4-4255-9588-8d14321fe19b,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256362,4e10e130-ee1a-4c91-8ba3-57abf22f0827,2005,,,11/6/2014,1,10,10,11/6/2014,10,45.2,10,10,1,0,1,0
77256363,b32326de-fe85-4077-87e8-a78b2eae0386,2005,,,11/20/2016,1,25,25,11/20/2016,25,20.4,25,25,1,0,1,0
77256364,733a6fdc-5a41-435f-9d2e-f606efdaed15,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256365,1bcd01b6-74d6-4a5c-888a-23230dcb01d4,2005,,,11/20/2016,2,50,25,11/18/2017,25,8.3,25,50,2,1,0,0
77256366,5d81ba20-4629-4367-b83d-ddbc7adb9016,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256367,9ef852e4-62ec-4e05-b2b5-4717b61571c6,2005,,,11/13/2014,1,25,25,11/13/2014,25,45,25,25,1,0,1,0
77256368,f07f367b-e5fc-4e95-b53f-2e6e5aa97e26,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256409,e732b62a-ee7d-4d32-a530-63bac49c8d74,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256369,2aa25b37-39e2-411d-8dee-4322af2cdbcf,2005,,,11/10/2016,2,562.31,314.15,11/13/2017,248.16,8.5,248.16,562.31,2,1,0,0
77256370,3252e403-6ae3-4be4-8b46-3981d1323712,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256371,e9bc84d7-bc78-4687-a0e1-5c15221f0036,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256372,388950de-34c2-4906-9064-720133f598e5,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256373,e5fed18c-261d-4370-adc6-ccfbf69a3743,2005,,,11/20/2015,4,996.82,500,11/18/2017,25,8.3,25,996.82,4,1,0,0
77256374,d6d34b34-5d4f-4431-9249-6d9687557a68,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256375,4e899aef-f883-4712-a0b7-65372320a188,2005,,,9/11/2011,5,95.9,30,11/20/2016,20.85,20.4,20.85,95.9,5,0,1,0
77256376,1c4dc86a-7845-4c2d-9079-49da1283bd45,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256378,9b150f74-4cbe-405b-9207-764bfd42350e,2005,,,11/16/2014,1,50,50,11/16/2014,50,44.9,50,50,1,0,1,0
77256361,d01c2045-dffc-4632-9b7a-b874f96e6d61,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256379,f172ffff-0ee6-4c74-a58b-e92932ca56e8,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256380,556661c3-4928-47f9-828c-d0606848505b,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256381,67489afc-ed72-11e6-8ec5-1254aa67e287,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256382,1ba1d426-38e4-469d-8972-29ecfb0e8b99,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256383,029848d6-c5e6-45f9-aafc-89805a61373e,2005,,,11/21/2016,2,75,50,11/15/2017,50,8.4,50,75,2,1,0,0
77256384,eb9e0b54-e32e-47e2-9de0-9eb7a8072e50,2005,,,11/23/2016,2,357.65,257.65,11/13/2017,257.65,8.5,257.65,357.65,2,1,0,0
77254383,7ce809d3-e42e-481e-9f6f-967cc513e547,2005,,,4/12/2011,7,"1,600.65",314.16,11/6/2017,271.83,8.7,271.83,1600.65,7,1,0,0
77256385,41f4f568-d38d-497b-8d1a-5fac38693aa9,2005,,,11/17/2015,1,10,10,11/17/2015,10,32.7,10,10,1,0,1,0
77256386,d93b4972-cff0-41ef-bf12-4c31ccc851c7,2005,,,11/19/2017,1,100,100,11/19/2017,100,8.3,100,100,1,1,0,0
77256387,b1b2f164-1b63-4f48-a719-c5c8e26aedcb,2005,,,11/18/2017,1,25.95,25.95,11/18/2017,25.95,8.3,25.95,25.95,1,1,0,0
77256388,6748a274-ed72-11e6-8ec5-1254aa67e287,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256389,bd36ae99-c9d6-4d06-b012-c5b046113ed9,2005,,,4/12/2011,6,116.9,25.95,11/6/2017,25.95,8.7,25.95,116.9,6,1,0,0
77256398,5aec33f4-a76b-46da-8b42-56cbd888a4ac,2005,,2008,11/12/2014,3,75,25,11/13/2017,25,8.5,25,75,3,1,0,0
77256390,a29ecab2-a15e-4e21-bd96-ee95c425d720,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256391,72ae0137-5492-47bd-b8cf-b04ac387c2e2,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256392,bba37138-8d68-4acd-a320-9f5ed3432fc4,2005,,,8/31/2011,3,45.95,25.95,11/14/2017,25.95,8.4,25.95,45.95,3,1,0,0
77256393,a0f76c44-9ed9-4477-8f67-1b5205f18bfb,2005,,,11/16/2014,4,226.69,100,11/19/2017,25,8.3,25,226.69,4,1,0,0
77256394,c27961d7-2ab6-41a3-8ffd-15c703bab032,2005,,,11/19/2017,1,10,10,11/19/2017,10,8.3,10,10,1,1,0,0
77256395,6748aa05-ed72-11e6-8ec5-1254aa67e287,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256396,b3f7543b-c83e-45a8-9d4a-943615d4a3f6,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256397,28d1735d-71b3-4c3c-a9e8-5a49c4e0647a,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256399,6748ae8e-ed72-11e6-8ec5-1254aa67e287,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256400,36eb6261-6fbf-4719-b72d-f1e5f472d919,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256321,f5195a3b-0091-4ab8-b7cd-1abedeb519b3,2005,,,11/16/2014,2,35.05,20.05,11/22/2015,20.05,32.5,20.05,35.05,2,0,1,0
77256401,b3fe229b-9aa9-46f8-b642-9a1796e97dc2,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256402,7da24a74-6d38-494b-a97d-3332455019c9,2005,,2008,11/21/2012,72,"1,857.32",200.58,6/21/2018,15,1.1,15,1857.32,72,0,0,0
77256403,6748b340-ed72-11e6-8ec5-1254aa67e287,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256404,fc8ee9ae-9146-443b-a692-825d1b745125,2005,,,11/16/2015,4,125,50,11/6/2017,50,8.7,50,125,4,1,0,0
77256405,b429ce8e-7484-4c81-b8bc-f1ec9573f5c3,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256406,c634bb05-2c5c-42e8-afa9-215c0e5a1579,2005,,,11/16/2014,2,75,50,11/18/2017,50,8.3,50,75,2,1,0,0
77256407,3d0293f2-60c7-4174-aed7-77fa77e131e0,2005,,,10/3/2012,3,350,200,11/20/2017,200,8.2,200,350,3,1,0,0
89821861,e0ef9a6e-60d7-45a8-80f4-d121ffe65581,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256408,4622f680-6db2-41c3-8a80-41dab062e08e,2005,,,11/7/2014,1,50,50,11/7/2014,50,45.2,50,50,1,0,1,0
77256410,e7e172f6-2112-4dfd-81fa-9660b16fc0d6,2005,,,10/2/2012,2,125,100,10/2/2012,25,70.7,25,125,2,0,1,0
77256411,d9186fe3-2cb4-4d80-887f-e75ce6a745d7,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77257845,674ded3d-ed72-11e6-8ec5-1254aa67e287,2005,,,10/18/2013,4,503.18,250,11/13/2017,250,8.5,250,503.18,4,1,0,0
77256412,e842d312-f420-4edb-bc0a-e5763fc50d5e,2005,,,11/23/2017,1,18,18,11/23/2017,18,8.1,18,18,1,1,0,0
77256413,42bc19dc-247f-4e78-88f9-1e200a806ce8,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256414,428dbb3d-71fb-4822-b675-39041f876518,2005,,,11/20/2016,1,100,100,11/20/2016,100,20.4,100,100,1,0,1,0
77256415,dbe13e1d-fb7e-4c05-9085-c29376010fe2,2005,,,4/12/2011,3,55,25,11/18/2016,25,20.5,25,55,3,0,1,0
77256416,6748c607-ed72-11e6-8ec5-1254aa67e287,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256417,37dcf957-5fd9-419e-9185-40afdb3e946e,2005,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256418,024f0138-7fad-4ccc-9e80-4c00afc96f40,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256419,625ae32c-0859-4dbc-838e-e421b62be67c,2006,,,10/18/2013,3,55,30,11/18/2016,20,20.5,20,55,3,0,1,0
77256420,f982aafe-ceeb-429a-a704-8ad844f1370c,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256421,7570281b-025e-47ad-9f80-f5976a28cd26,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256422,f5dc4d09-16ac-4b59-a7d4-5872ece7cf60,2006,,,11/10/2014,4,105,30,11/19/2017,25,8.3,25,105,4,1,0,0
77256424,8d8f27a5-5dd3-4a4f-ac18-60e475827891,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256425,5e089325-2940-4ffc-b621-69a2077e2e84,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256426,1d4efe7f-0852-4901-b43c-6e10a684671c,2006,,,11/7/2014,1,25,25,11/7/2014,25,45.2,25,25,1,0,1,0
77256427,e333cc16-f283-4fae-b3c3-8559beeacfc2,2006,,,11/13/2014,1,20.06,20.06,11/13/2014,20.06,45,20.06,20.06,1,0,1,0
77256428,19f64fe2-61eb-46ed-b896-9e3deba74c04,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256429,2d6455cf-18a2-4ae0-a131-b8944f703228,2006,,,4/12/2011,4,90,50,11/12/2017,25,8.5,25,90,4,1,0,0
77256430,cf3b62b1-244d-4100-b34d-b5f66c0797c9,2006,,,8/28/2011,2,25.65,15.65,11/13/2017,15.65,8.5,15.65,25.65,2,1,0,0
77256431,b3064cb7-793d-460b-b403-7e474f92c6e0,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256432,81f167cd-e8ac-487c-a496-2fcb1c330305,2006,,,4/12/2011,6,"1,085.09",515.09,11/13/2017,515.09,8.5,515.09,1085.09,6,1,0,0
77256433,aadc83f8-8f5d-4a98-bdba-3c3341804777,2006,,,11/12/2017,1,25.95,25.95,11/12/2017,25.95,8.5,25.95,25.95,1,1,0,0
77256508,3fa7bacb-c3aa-455f-a379-a09bcefb1d63,2006,,,11/21/2015,3,190,100,11/15/2017,100,8.4,100,190,3,1,0,0
77256434,a7494d19-ec6b-43a7-8985-9329867bbcd6,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256493,49e7f1a8-0e8b-49a1-82df-23446bcb4e0f,2006,,,11/12/2014,1,25,25,11/12/2014,25,45,25,25,1,0,1,0
77256435,bb16f04e-f51c-4309-b27a-868b9072c3c1,2006,,,11/14/2014,1,100,100,11/14/2014,100,45,100,100,1,0,1,0
77256436,f59317ef-f353-48ad-936f-6d4638db2d28,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256437,1d9004e0-a9ea-445f-a8c2-a26303b7c3af,2006,,"2013, 2014, 2015, 2016",11/21/2015,3,96.69,51.69,11/20/2016,51.69,20.4,51.69,96.69,3,0,1,0
77256438,174eac02-d6bb-4972-af5a-a23b94828a3c,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256488,20c2acfa-8b2d-4a0a-ab6f-f21ae24ed653,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256439,fc30cd9b-e66a-11e5-80fe-12c35146c141,2006,2018,,11/17/2015,2,75,50,11/19/2016,25,20.4,25,75,2,0,1,0
77256440,8f0a0dfb-4957-4c62-ab4e-b3478d17ba13,2006,,,11/15/2014,2,101.69,51.69,11/14/2017,51.69,8.4,51.69,101.69,2,1,0,0
77256423,fb4d6c02-3fbf-48fb-9134-9778a131e88f,2006,,,11/22/2015,2,35,25,11/22/2015,10,32.5,10,35,2,0,1,0
77256441,e0069e0e-9636-4236-9f40-60fca42c9e03,2006,,,4/12/2011,7,190,50,11/6/2017,25,8.7,25,190,7,1,0,0
77256442,ace0038e-7ff6-4682-a2bb-7cb4793bdb52,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256443,d7474859-44e8-42de-9f4e-a3ab42f4a645,2006,,,4/19/2011,1,10,10,4/19/2011,10,88.5,10,10,1,0,1,0
77256444,abe000df-d87a-492e-8a2a-495cc578abff,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256445,21cfeff8-5be6-4f08-91a2-b8eeaf5b1389,2006,,,4/17/2011,6,"3,110.00","1,000.00",11/13/2017,"1,000.00",8.5,1000,3110,6,1,0,0
77256446,e5c4db64-ccb2-4d4c-9b68-5262a432a995,2006,,,11/8/2016,1,25,25,11/8/2016,25,20.8,25,25,1,0,1,0
77256447,aadeebb9-6ba5-41e3-9bc3-29c90ded11ca,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256448,2098db27-505e-4e5a-b3ab-f9f9b34ab60b,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256449,e11bd252-6ee2-432a-9094-cd68e3cc9b7a,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256450,94daf74a-58c8-4767-bfd7-4b7c5986640a,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256451,31b490ea-530e-47d2-809f-f98f9c497c69,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256452,6749083a-ed72-11e6-8ec5-1254aa67e287,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256453,7de4d0c8-ffe7-4156-9911-1d5e5257aced,2006,,,11/4/2014,5,117.49,51.69,11/12/2017,51.69,8.5,51.69,117.49,5,1,0,0
77256454,df7bb604-297d-4723-9e9f-96e96bd2b922,2006,,,11/12/2016,2,772.74,515.09,11/12/2017,515.09,8.5,515.09,772.74,2,1,0,0
77256455,f3a82e9f-875e-4b56-89b5-96215764bc2b,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256456,67490a91-ed72-11e6-8ec5-1254aa67e287,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256457,a2e0ba1e-bd39-4d15-a68c-5933ddfba9fd,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256458,ef2fa766-6232-4f7c-adcf-d9fa34b0578f,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256459,7a5fd6e2-f4d8-4f4a-84a3-2d530a09f086,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256460,81886aa4-b7aa-4773-bc16-62477a26d992,2006,,,11/9/2014,3,22,10,11/16/2017,10,8.4,10,22,3,1,0,0
77256462,89806054-1aac-45b1-81d1-1c1130df3ac5,2006,,,11/23/2015,8,170.06,25,11/10/2017,25,8.6,25,170.06,8,1,0,0
77256463,62114776-f268-44aa-bc50-9471552258f8,2006,,,11/5/2014,3,100.95,50,11/17/2017,25.95,8.3,25.95,100.95,3,1,0,0
77256464,be6ba015-f863-4b1b-8a1f-e35eaf62abee,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256465,ad8b7fd3-ec1a-4619-9097-b6617565352d,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256466,cc303b1a-c863-45a2-93fc-e24096723b79,2006,,,9/18/2012,2,"1,000.00",500,3/12/2013,500,65.4,500,1000,2,0,1,0
77256467,5410da14-5580-4a95-81b3-c3792a32d1f9,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256468,72bfb73f-5e3d-4228-acc6-7f888bdc4c35,2006,,,10/1/2012,6,"2,348.00","1,350.00",11/19/2017,500,8.3,500,2348,6,1,0,0
77256469,0470bb71-b091-4044-bd1e-500da460e44d,2006,,,11/19/2016,1,25,25,11/19/2016,25,20.4,25,25,1,0,1,0
77256470,f8ea6804-ecb8-407a-9329-949a8fafd8ce,2006,,,11/21/2016,1,25,25,11/21/2016,25,20.4,25,25,1,0,1,0
77256471,f1b92589-dd0c-467c-bc4e-fb1e8f31d1e6,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256472,59ec9fd0-2458-460a-8d84-54e9d42c1b19,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256473,b9999a1b-c7e3-437f-bc6b-af0c29cf7524,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256474,3b58838c-4f99-4e7e-be7c-452c4026d076,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256475,5e088a88-be59-4721-9c87-65d95217562a,2006,,,11/22/2015,6,121.6,25.95,11/13/2017,25.95,8.5,25.95,121.6,6,1,0,0
77256461,a6378598-6026-4687-bd59-656952d45075,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256476,7fe365c1-691e-41fd-b733-bc312db93358,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256477,c6ebce0f-7b4c-4f63-855b-daf9ecef871b,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256478,0a820b0f-005a-4e0e-8ca3-4cffea6322c2,2006,,,11/15/2017,1,103.18,103.18,11/15/2017,103.18,8.4,103.18,103.18,1,1,0,0
77256479,e59fad12-d34c-473c-a2ec-1db01b8960b8,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256480,da33844e-2b52-4638-867a-ce2cc1ed6d5d,2006,,,11/10/2016,1,51.69,51.69,11/10/2016,51.69,20.7,51.69,51.69,1,0,1,0
77256481,47f28735-a731-4523-9602-ab6fd5f06727,2006,,,8/24/2011,7,"1,675.91",500,11/8/2016,75.91,20.8,75.91,1675.91,7,0,1,0
77256482,34175493-7d42-492f-b3b2-c0b31d31259e,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256509,5e30fc63-cd3f-484d-907b-dd8c1090b90b,2006,,,11/12/2014,1,25,25,11/12/2014,25,45,25,25,1,0,1,0
77256483,979d5bab-4890-441d-897a-d5b7084533f2,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256485,15e79026-d0b7-4c0f-9c90-cb0b47e9e10b,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256486,9785bc25-3b57-4dd1-b0b4-b8ec1384f2fd,2006,,,11/13/2014,6,90,25,11/15/2017,25,8.4,25,90,6,1,0,0
77256487,67492120-ed72-11e6-8ec5-1254aa67e287,2006,,,11/13/2014,4,303.18,103.18,11/19/2017,103.18,8.3,103.18,303.18,4,1,0,0
77256489,df428827-aa3a-48ac-b3bf-44e98d4c452a,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256490,449afa59-2f42-49c8-8ea4-7d2aff086448,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256491,e52aaa26-2211-44fd-a00c-ed9b8ec88e73,2006,,,9/29/2012,1,59,59,9/29/2012,59,70.8,59,59,1,0,1,0
77256492,5abe49b1-e569-4a8a-b121-daf9366f30ef,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256494,6183e048-4d92-44eb-a2cc-2c9ffe458dd0,2006,,,9/27/2012,1,25,25,9/27/2012,25,70.9,25,25,1,0,1,0
77256495,28341c79-a9b0-446e-9c0a-49564f111c28,2006,,,11/15/2014,4,171.69,100,11/16/2017,51.69,8.4,51.69,171.69,4,1,0,0
77256496,64d85ece-f06d-45ba-8986-affa0e7d5cb8,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256497,69a698d2-6b0a-413f-a201-4b5edf0de733,2006,,,11/16/2014,1,100,100,11/16/2014,100,44.9,100,100,1,0,1,0
77256498,3c0207de-8887-42b2-a787-b61b5e9823d7,2006,,,11/13/2016,1,10,10,11/13/2016,10,20.6,10,10,1,0,1,0
77256484,67491dbe-ed72-11e6-8ec5-1254aa67e287,2006,,,11/4/2014,3,128.38,51.69,11/14/2017,51.69,8.4,51.69,128.38,3,1,0,0
77256499,e3d1104b-ccda-4bac-82de-0fa555b1edaa,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256500,89af5b6f-0f84-4232-935a-2bc4fdee3c46,2006,,,12/3/2013,1,50,50,12/3/2013,50,56.5,50,50,1,0,1,0
77256501,427bb4b6-8fce-4b9c-94d1-26be0cdd8042,2006,,,1/29/2011,4,240,100,11/20/2016,50,20.4,50,240,4,0,1,0
77256502,aeaaabfe-7628-4897-b609-d528cca56f65,2006,,,7/12/2013,4,275,100,11/12/2017,50,8.5,50,275,4,1,0,0
77256503,85488629-d03e-4672-9d2d-8b7cf5100e8c,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256504,67492d35-ed72-11e6-8ec5-1254aa67e287,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256505,fcce3a02-df16-4ed6-9c59-c79f8588006b,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256506,973d3dd9-0e5f-4580-96d2-6b04f92c4fd4,2006,,,11/15/2014,1,20,20,11/15/2014,20,44.9,20,20,1,0,1,0
77256507,b5ffec2f-3776-46eb-afbf-899ddb91bb4e,2006,,,4/12/2011,1,15,15,4/12/2011,15,88.7,15,15,1,0,1,0
77256510,316bb63f-d4fa-44c5-9728-99cccfbd5213,2006,,,5/1/2011,1,200,200,5/1/2011,200,88.1,200,200,1,0,1,0
77256511,a8eedd4e-d627-41f7-984f-b4184498e973,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256512,0f3b9b0d-8827-499c-acf2-bdb11c21546e,2006,,,4/12/2011,1,25,25,4/12/2011,25,88.7,25,25,1,0,1,0
77256513,ed93b7b5-ffd3-4456-a96c-e04f8c6af875,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256514,5e628812-f393-4b7d-b37e-b18deddc941c,2006,,,11/12/2016,1,25,25,11/12/2016,25,20.7,25,25,1,0,1,0
77256515,817f6f20-ae0a-44cb-b389-c5daa7042387,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256516,8c2210ab-40ce-4f0d-8095-4b673dcf7c31,2006,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256517,f9ff4542-7732-4510-ac1b-0607260c8f54,2006,,,11/16/2016,1,25,25,11/16/2016,25,20.5,25,25,1,0,1,0
77256518,64998cb2-def4-4a06-9427-e9d3b02014f9,2007,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256519,22c4e4fc-b19d-426d-9873-3e1394b63644,2007,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256520,afc20ef9-1e63-40fe-97b8-17874d0b4435,2007,,,11/18/2017,1,515.09,515.09,11/18/2017,515.09,8.3,515.09,515.09,1,1,0,0
77256521,e4ce874d-6d3b-4cc0-bb7c-2e7738bc38aa,2007,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256522,d33c377f-0005-4f8f-b036-da47357d3183,2007,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256523,0a18dbca-486d-4218-9d19-c890b290fef0,2007,,,8/28/2011,1,10,10,8/28/2011,10,84.1,10,10,1,0,1,0
77256524,c2e467a2-fbea-42cb-ac2b-e506ee8c534d,2007,,,11/9/2014,2,225,125,11/30/2017,125,7.9,125,225,2,1,0,0
77256525,6b29990b-b260-4f2a-826f-6d582677cfcd,2007,,,11/19/2016,1,200,200,11/19/2016,200,20.4,200,200,1,0,1,0
77256526,9391cccc-ec90-4f39-a442-13b7b4523913,2007,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256527,fe4df800-753b-4def-b2da-9d4e49da858a,2007,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256528,2bd13179-019d-4d61-a7e4-e8997e1402ea,2007,,,11/13/2014,1,111.11,111.11,11/13/2014,111.11,45,111.11,111.11,1,0,1,0
77256529,c8ee8ff4-fa52-4943-ba83-ad55491c4a68,2007,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256530,db4b19c5-c6ec-467b-b36b-aa2f5956b6be,2007,,,9/24/2012,3,303.18,103.18,11/14/2016,103.18,20.6,103.18,303.18,3,0,1,0
77256531,c1cdd091-b701-440c-b73c-c36e57f8d510,2007,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256532,4511008a-884d-48cd-84ab-a2eeae06d7f7,2007,,,12/20/2015,6,457.95,200,11/13/2016,25.95,20.6,25.95,457.95,6,0,1,0
77256533,4b6753f1-9fc4-4503-b98f-995f55d04888,2007,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256534,7d737e90-fbb0-4ef2-9cb3-aa9c26d378f4,2007,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256535,67494136-ed72-11e6-8ec5-1254aa67e287,2007,,,,0,0,0,,0,1000,0,0,0,0,0,1
77256536,4da898e1-9102-4d24-a48f-9c619ae8db0e,2007,,,11/16/2014,2,40.95,25.95,11/20/2017,25.95,8.2,25.95,40.95,2,1,0,0
77256537,8e66b2da-efba-4c18-9a18-88a4f25f0197,2007,,,,0,0,0,,0,1000,0,0,0,0,0,1
